term,question,context,popularity,category,Culture_type
পশ্চিম পাঞ্জাব,"১৯৪৭ থেকে ১৯৫৫ সাল পর্যন্ত যে প্রদেশ ছিল স্থায়ী পাকিস্তানের একটি অংশ, যার পরিবর্তে ১৯৫৫ সালে এক ইউনিট ব্যবস্থা গ্রহণ করা হয়েছিল, সেটি কোন প্রদেশ ছিল?",পশ্চিম পাঞ্জাব হচ্ছে ১৯৪৭ সালে পাকিস্তানের স্বাধীনতার পর থেকে ১৯৫৫ সালে এক ইউনিট ব্যবস্থা গ্রহণের পূর্ব পর্যন্ত স্থায়ী পাকিস্তানের একটি প্রাক্তন প্রদেশ।,0.0006767644215,Location,Non-Cultural
আজাদ কাশ্মীর,"পাকিস্তানের কোন অঞ্চল যা ভারতের জম্মু ও কাশ্মীর রাজ্যের অন্তর্ভুক্ত বলে মনে করা হয়, সেটির অন্য নাম কী?",পাকিস্তান আজাদ কাশ্মীর অঞ্চলটি কার্যত ভারতের দখলকৃত জম্মু ও কাশ্মীর রাজ্যের একটি অঞ্চল।,0.01728971963,Location,Non-Cultural
লিয়াকত আলি খান,"পাকিস্তানের প্রথম প্রধানমন্ত্রী এবং বিখ্যাত মুসলিম রাজনীতিবিদ যিনি ভারতীয় উপমহাদেশের ইতিহাসে একাকী অবতরণ করেছিলেন, তাঁর অন্যতম উপাধি কি?",নবাবজাদা লিয়াকত আলি খান ভারতীয় উপমহাদেশের বিখ্যাত মুসলিম রাজনীতিবিদ এবং পাকিস্তানের প্রথম প্রধানমন্ত্রী।,0.01034482759,Politics,Non-Cultural
বেনজীর ভুট্টো,পাকিস্তানের সরকার বিরোধী আন্দোলনে কে জনমত গঠন করেন এবং অবাধ ও সুষ্ঠু নির্বাচনে জয়ী হয়ে প্রথম মহিলা প্রধানমন্ত্রী নির্বাচিত হন?,সরকার বিরোধী আন্দোলনে বেনজীর ভুট্টো জনমত গঠন করেন এবং অবাধ ও সুষ্ঠু নির্বাচনে জয়ী হয়ে প্রধানমন্ত্রী নির্বাচিত হন।,0.01111827264,Politics,Non-Cultural
নওয়াজ শরীফ,"মিয়া মুহম্মদ শরীফ, যিনি পাকিস্তানের একজন উল্লেখযোগ্য রাজনীতিবিদ, তাঁর পুরো নামের শেষ অংশ কী?",মিয়া মুহম্মদ নওয়াজ শরীফ একজন পাকিস্তানি রাজনীতিবিদ।,0.007992265549,People,Cultural
ইমরান খান,"লাহোরে জন্মগ্রহণকারী এবং যিনি কেবল কলেজ, অক্সফোর্ড থেকে স্নাতক সম্পন্ন করেছেন, বাংলাদেশের কোন রাষ্ট্রীয় প্রাদেশিক ক্রিকেট দলের পূর্ব অধিনায়ক এবং পাকিস্তানের একজন উল্লেখযোগ্য রাজনৈতিক নেতা কে বলা হয়?","লাহোরে জন্মগ্রহণকারী ইমরান খান কেবল কলেজ, অক্সফোর্ড থেকে স্নাতক সম্পন্ন করেন। ",0.02429906542,Politics,Non-Cultural
শেহবাজ শরীফ,১৯৫১ সালের ২৩ সেপ্টেম্বরে জন্মগ্রহণকারী এই পাকিস্তানি রাজনীতিবিদের পুরো নাম কী?,মিয়া মুহাম্মদ শেহবাজ শরীফ ; জন্ম: ২৩ সেপ্টেম্বর ১৯৫১ একজন পাকিস্তানি রাজনীতিবিদ।,0.009990331937,Politics,Non-Cultural
বেলুচি ভাষা,"ইন্দো-ইউরোপীয় ভাষাপরিবারের মধ্যে ইরানীয় উপশাখার একটি ভাষা যা প্রধানত বেলুচিস্তান অঞ্চলে ব্যবহার করা হয়, সেটি কোন ভাষা?",বেলুচি ভাষা ইন্দো-ইউরোপীয় ভাষাপরিবারের ইন্দো-ইরানীয় শাখার ইরানীয় উপশাখার একটি ভাষা।,0.0009345794393,Language,Non-Cultural
ব্রাহুই ভাষা,"উত্তর ভারতে যে একমাত্র দ্রাবিড় ভাষাটি ব্যবহার করা হয়, সেটি কোন ভাষা?",ব্রাহুই ভাষা উত্তর ভারতের একমাত্র দ্রাবিড় ভাষা।,0.0004834031582,Language,Non-Cultural
মহেশচন্দ্র ভট্টাচার্য,"বাঙালি হোমিওপ্যাথি ওষুধ ব্যবসায়ী, সমাজসেবক এবং দানশীল ব্যক্তিত্ব যিনি ছিলেন, তাঁর নাম কী?","মহেশচন্দ্র ভট্টাচার্য ছিলেন বাঙালি হোমিওপ্যাথি ওষুধ ব্যবসায়ী, সমাজসেবক ও এক দানশীল ব্যক্তিত্ব। ",0.0009668063165,People,Cultural
ঈশ্বর পাঠশালা,"কুমিল্লায় অবস্থিত যে প্রাচীন বিদ্যালয়টি বাংলাদেশের ঐতিহ্যপূর্ণ শিক্ষা প্রতিষ্ঠানগুলির মধ্যে অন্যতম, তার নাম কী?",ঈশ্বর পাঠশালা বাংলাদেশের কুমিল্লায় অবস্থিত একটি প্রাচীন বিদ্যালয়।,0.0006123106671,Organization,Non-Cultural
ময়রা,কোন সম্প্রদায়কে বাংলার মিষ্টিটোর প্রস্তুতকারী হিসেবে পরিচিত করা হয়?,মিষ্টান্ন প্রস্তুত করে যে সম্প্রদায় তাদেরকে ময়রা বলে।,0.001949726072,Food,Cultural
পনির,"গরু, মহিষ, ছাগল ও ভেড়ার দুধ থেকে তৈরি এক ধরনের প্রোটিন ও দুধের চর্বি যুক্ত খাদ্য প্রস্তুত করা হয়, যেটি বাংলাদেশে খুব পপুলার। এই খাদ্যের নাম কী?","পনির বলতে এক ধরনের খাদ্যদ্রব্যকে বোঝায় যাতে রয়েছে প্রোটিন এবং দুধের চর্বি, সাধারণত গরু, মহিষ, ছাগল ও ভেড়ার দুধ থেকে এটি তৈরি করা হয়। ",0.01219787303,Food,Cultural
গুপ্তিপাড়া,পশ্চিমবঙ্গের হুগলী জেলায় অবস্থিত একটি প্রাচীন জনপদ কোন স্থানের নাম?,গুপ্তিপাড়া পশ্চিমবঙ্গ রাজ্যের হুগলী জেলার একটি প্রাচীন জনপদ।,0.002014179826,Religion,Cultural
কৃত্তিবাসী রামায়ণ,"চতুর্দশ শতাব্দীর বাঙালি কবি কৃত্তিবাস ওঝা কর্তৃক রচিত যে গ্রন্থে শ্রীরামের কাহিনী বর্ণিত হয়েছে, সেই গ্রন্থের নাম কী?",কৃত্তিবাসী রামায়ণ বা শ্রীরাম পাঁচালী হলো চতুর্দশ শতাব্দীর বাঙালি কবি কৃত্তিবাস ওঝা কর্তৃক বাংলা ভাষায় অনূদিত একটি রামায়ণ।,0.03880116017,Religion,Cultural
হ্যাট,"কোন পোশাকের আবরণ বিভিন্ন কারণে মাথায় পরা হয়, যেমন আবহাওয়ার প্রতিরোধ, আনুষ্ঠানিক বা ধর্মীয় অর্থে, নিরাপত্তা বজায় রাখার জন্য বা ফ্যাশনের জন্য?","হ্যাট হল একটি মাথার আবরণ যা বিভিন্ন কারণে পরিধান করা হয়, যেমন আবহাওয়া পরিস্থিতি থেকে সুরক্ষা, আনুষ্ঠানিক কারণ যেমন বিশ্ববিদ্যালয় স্নাতক, ধর্মীয় কারণ, নিরাপত্তা, বা ফ্যাশন অনুষঙ্গ হিসাবে। ",0.0003222687722,Entertainment,Cultural
মাথাল,"এশিয়ার বিভিন্ন দেশে দেখা যাওয়া একটি সূর্যের টুপির আকৃতি কি হিসাবে পরিচিত যা শঙ্কু আকৃতির এবং এশিয়ার পূর্ব, দক্ষিণ এবং দক্ষিণ-পূর্ব অঞ্চলে সাধারণভাবে ব্যবহৃত হয়?","এশিয়ান শাঙ্কব টুপি বা মাথাল হলো শঙ্কু আকৃতির সূর্যের টুপির একটি সাধারণ শৈলী যা পূর্ব , দক্ষিণ এবং দক্ষিণ-পূর্ব এশিয়ায় উদ্ভূত হয় ; এবং চীন, তাইওয়ান , বহির্গত মাঞ্চুরিয়ার কিছু অংশ , বাংলাদেশ , ভুটান , কম্বোডিয়া , ভারত , ইন্দোনেশিয়া , জাপান , কোরিয়া , লাওস , মালয়েশিয়া , মিয়ানমার , ফিলিপাইন , নেপাল, তিব্বত , থাইল্যান্ড এবং ভিয়েতনাম। ",0.001337415404,Location,Non-Cultural
হেলমেট,কোন ধরনের শিরোস্ত্রাণ ব্যবহার করা হয় যা মাথার সুরক্ষার জন্য পরিবেশিক ও কাজের ক্ষেত্রে অবশ্যই পরতে হয়?,হেলমেট মাথার সুরক্ষার জন্য ব্যবহৃত একধরনের শিরোস্ত্রাণ বা মাথার বর্ম বিশেষ।,0.002465356107,Material,Non-Cultural
বাতাস,"পৃথিবীর পৃষ্ঠের সাপেক্ষে যে স্বাভাবিক গ্যাসের সম্মিশ্রণটি আমাদের চরম পর্যন্ত স্পর্শ করে এবং আমাদের জীবনের জন্য অপরিহার্য, সেটি কী হল?",বাতাস হচ্ছে একটি গ্রহের পৃষ্ঠের সাপেক্ষে বায়ু বা অন্যান্য গ্যাসের স্বাভাবিক উপাদান।,0.004012246213,Miscellaneous,Miscellaneous
মরোক্কো,"আলজেরিয়ার পূর্বে, ভূমধ্যসাগর ও স্পেনের উত্তরে এবং আটলান্টিক মহাসাগরের পশ্চিমে অবস্থিত সেই দেশটি কোনটি?","মরোক্কোর পূর্বে আলজেরিয়া, উত্তরে ভূমধ্যসাগর ও স্পেন ও পশ্চিমে আটলান্টিক মহাসাগর অবস্থিত। ",0.0002578150177,Location,Non-Cultural
থালা,"চিনামাটি, মেলামিন, এবং স্টিল দিয়ে তৈরি হওয়া এই প্রায় প্রতিটি বাড়িতেই পাওয়া যায় যে যন্ত্রটি আমরা খাবার সরবরাহের জন্য ব্যবহার করি, তা কী?","চিনামাটি, মেলামিন, স্টিল দিয়ে তৈরি থালাই এখন বহুল ব্যবহৃত হয়। ",0.0009184660006,Food,Cultural
মানময়ী গার্লস স্কুল,হেমচন্দ্র চোংদার পরিচালিত সেই জনপ্রিয় বাংলা প্রণয়ধর্মী হাসির চলচ্চিত্রটির নাম কী?,মানময়ী গার্লস স্কুল হলো একটি জনপ্রিয় বাংলা প্রণয়ধর্মী হাসির চলচ্চিত্র যা পরিচালনা করেন হেমচন্দ্র চোংদার।,0.0009990331937,Entertainment,Cultural
আল্লারাখা,ওস্তাদ জাকির হুসেইনের পিতা এবং প্রখ্যাত তবলা বাদক কে ছিলেন?,ওস্তাদ আল্লারাখা ছিলেন একজন বিখ্যাত তবলা বাদক এবং বিখ্যাত তবলা বাদক ওস্তাদ জাকির হুসেইন তারই সন্তান।,4.83E-05,Entertainment,Cultural
সনাতন ধর্ম,হিন্দুধর্মকে সংস্কৃত এবং অন্যান্য ভারতীয় ভাষায় কি নামে অভিহিত করা হয়?,"সনাতন ধর্ম , হলো সংস্কৃত এবং অন্যান্য ভারতীয় ভাষায় ব্যবহৃত হিন্দুধর্মের বিকল্প নাম। ",0.03744763132,Religion,Cultural
বৈষ্ণব সম্প্রদায়,কোন ধর্মীয় সম্প্রদায়ের অনুসারীদের বৈষ্ণব নামে পরিচিত করা হয়?,বৈষ্ণব সম্প্রদায় অনুসারীদের বৈষ্ণব নামে অভিহিত করা হয়।,0.02748952626,Religion,Cultural
রামলীলা,কোন লোকনাট্যশৈলীতে রামায়ণের কাহিনী প্রধান অংশ হিসেবে অভিনীত হয় এবং দেশের বিভিন্ন অংশে দর্শকদের মধ্যে সুপরিচিত হয়ে ওঠে?,রামলীলা একপ্রকার লোকনাট্যশৈলী।,0.001063486948,Temporal,Non-Cultural
কুরুক্ষেত্রের যুদ্ধ,"যুগান্তকারী যুদ্ধের পর যে কালের গণনা শুরু হয়েছিল এবং যে যুদ্ধের মাধ্যমে হরিয়ানার ঐতিহ্য গভীর হয়ে ওঠে, যেখানে কৃষ্ণের মৃত্যুর পর থেকে ১৮ দিন স্থায়ী হয়েছিল, সেই যুদ্ধের নাম কী?","কারো করো মতে কুরুক্ষেত্রের যুদ্ধের পরেই ঐ কাল গণনা আরম্ভ হয় অথবা কৃষ্ণের মৃত্যুর পর থেকে বর্তমান ভারতের হরিয়ানায় এই যুদ্ধ সংঘটিত হয়েছিল, স্থায়ী হয়েছিল ১৮ দিন। ",0.002368675475,Religion,Cultural
হরিবংশ,"কোন সংস্কৃত গ্রন্থ বিভাগ সামবেদীয়, যজুর্বেদীয়, অথর্ববেদীয়, বৈষ্ণবপুরাণ, শৈবপুরাণ এবং শাক্তপুরাণ সমূহের কাহিনী সমন্বয় করে এবং মাধব আচার্যের রচনা?",বিভাগ সামবেদীয় যজুর্বেদীয় অথর্ববেদীয় বৈষ্ণবপুরাণ শৈবপুরাণ শাক্তপুরাণ হরিবংশ সংস্কৃত সাহিত্যের একটি উল্লেখযোগ্য গ্রন্থ।,0.004028359652,Religion,Cultural
বিষ্ণু পুরাণ,"কোন পুরাণটি অষ্টাদশ মহাপুরাণের অন্যতম এবং বিশেষভাবে বৈষ্ণব ধর্মীয় বিষয়গুলিকে আলোচনা করে, যা প্রাচীন ও মধ্যযুগীয় হিন্দু ধর্মগ্রন্থের মধ্যে একটি গুরুত্বপূর্ণ স্থান অধিকার করেছে?",বিভাগ সামবেদীয় যজুর্বেদীয় অথর্ববেদীয় বৈষ্ণবপুরাণ শৈবপুরাণ শাক্তপুরাণ বিষ্ণু পুরাণ অষ্টাদশ হিন্দু মহাপুরাণের অন্যতম তথা একটি প্রাচীন ও মধ্যযুগীয় গুরুত্বপূর্ণ হিন্দু ধর্মগ্রন্থ।,0.0009506928779,Religion,Cultural
বসুদেব,যদুবংশীয় শূরসেনের পুত্র এবং কৃষ্ণের পিতা কে হলেন?,হিন্দু পুরাণ অনুসারে বসুদেব হলেন যদুবংশীয় শূরসেনের পুত্র এবং কৃষ্ণের পিতা।,0.0108926845,Religion,Cultural
বিঠোবা,"কোন একজন হিন্দু দেবতা যিনি কৃষি ও গরু ও ছাগলের দেবতা হিসেবে পূজিত হন, তিনি কে?",বিঠোবা হলেন একজন হিন্দু দেবতা।,0.001788591685,Religion,Cultural
শ্রীনাথজি,"কৃষ্ণ দেবের মানবীয় রূপ যে হিন্দু দেবতার নামে পরিচিত, সেটি কী?",শ্রীনাথজি হিন্দু দেবতা কৃষ্ণের একটি মানবীয় রূপ।,0.0004350628424,Religion,Cultural
আন্তর্জাতিক কৃষ্ণভাবনামৃত সংঘ,গৌড়ীয় বৈষ্ণব মতবাদের অনুসারী একটি হিন্দু ধর্মীয় প্রতিষ্ঠানের বিষয়ে কোন প্রশ্ন হতে পারে? এই প্রতিষ্ঠান হল একটি আন্তর্জাতিক সংগঠন যা কৃষ্ণ কনশাসনসের উপর ভিত্তি করে কাজ করে।,আন্তর্জাতিক কৃষ্ণভাবনামৃত সংঘ বা ইন্টারন্যাশনাল সোসাইটি ফর কৃষ্ণ কনশাসনেস হলো গৌড়ীয় বৈষ্ণব মতবাদের অনুসারী একটি হিন্দু ধর্মীয় প্রতিষ্ঠান।,0.1386722527,Religion,Cultural
চৈতন্য চরিতামৃত,"গৌড়ীয় বৈষ্ণব সংস্কৃতির গুরুত্বপূর্ণ গ্রন্থ যা গৌড়ীয় ধর্মতত্ত্বকে গোত্রবিজ্ঞান, তাত্ত্বিক ও নৃত্যবিজ্ঞানে প্রকাশ করে এবং গৌড়ীয় বৈষ্ণব প্রথাগুলির একটি মূল্যবান সম্পদ হিসেবে কাজ করে, এই গ্রন্থের নাম কী?","চৈতন্য চরিতামৃতটি গৌড়ীয় বৈষ্ণব প্রথাগুলির সমাধিসৌধ হিসেবে কাজ করে এবং গৌড়ীয় ধর্মতত্ত্বকে গোত্রবিজ্ঞান, তাত্ত্বিক ও নৃত্যবিজ্ঞানে গোস্বামী দ্বারা বিকশিত করে। ",0.0002739284563,Religion,Cultural
বিষ্ণু সহস্রনাম,"যুধিষ্ঠির ভীষ্মকে নিম্নলিখিত প্রশ্নগুলি জিজ্ঞাসা করেন: এই মহাবিশ্বের মধ্যে কে সবার জন্য এক আশ্রয়? পৃথিবীর সর্বশ্রেষ্ঠ দেবতা কে? কার প্রশংসা করে ব্যক্তি শুভেচ্ছা লাভ করতে পারে? কার পূজা করলে ব্যক্তি মঙ্গল লাভ করতে পারে? আপনার মতে সব ধর্মের মধ্যে সর্বশ্রেষ্ঠ ধর্ম কি? কার নাম জপ করার মাধ্যমে, ""প্রাণী"" সংসার বন্ধন অতিক্রম করতে পারে? এই সমস্ত প্রশ্নের উত্তরে ভীষ্ম বলেন যে সেই যিনি সমস্ত জগতের কর্তা, পরম আলো, সারমর্ম, তাঁকে জপ করলে সমস্ত দুঃখ থেকে মুক্তি পাওয়া যায়।","যুধিষ্ঠির ভীষ্মকে নিম্নলিখিত প্রশ্নগুলি জিজ্ঞাসা করেন: কিমেকাং দাইবাতাং লকে কিং বাপ্যেকাং পারায়ানাং স্তুবন্তা কাং কামারকান্তা প্রপ্নুয়ুরমানবআহ সুবাং কো ধর্মা সর্ব ধর্মনাং বাবতা পরমো মাতহ কিং জাপান মুচ্যতে জান্তুহ জন্মসংসরবান্ধনত এই মহাবিশ্বের মধ্যে কে সবার জন্য এক আশ্রয়? পৃথিবীর সর্বশ্রেষ্ঠ দেবতা কে? কার প্রশংসা করে ব্যক্তি শুভেচ্ছা লাভ করতে পারে? কার পূজা করলে ব্যক্তি মঙ্গল লাভ করতে পারে? আপনার মতে সব ধর্মের মধ্যে সর্বশ্রেষ্ঠ ধর্ম কি? কার নাম জপ করার মাধ্যমে, ""প্রাণী"" সংসার বন্ধন অতিক্রম করতে পারে? ভীষ্ম উত্তর দিয়ে বলেন যে ""বিষ্ণু সহস্রনাম"" জপ করে মানবজাতি সমস্ত দুঃখ থেকে মুক্ত হবে, যা সর্বব্যাপী পরম সত্তা বিষ্ণুর হাজার নাম, যিনি সমস্ত জগতের কর্তা, পরম আলো, সারমর্ম। ",0.0005639703513,Religion,Cultural
বিশ্বরূপ,"হিন্দু ধর্মে, যে মহান রূপটি বিশ্বকে অন্তর্ভুক্ত করে এবং যার দর্শন করার মাধ্যমে কৃষ্ণ তাঁর অনন্য সাক্ষাৎকার দেন, সেই রূপটির নাম কী?","বিশ্বরূপ , যা বিশ্বরূপ দর্শন, বিশ্ব স্বরূপ এবং বিরাট রূপ নামে জনপ্রিয়ভাবে পরিচিত, হিন্দু দেবতা বিষ্ণু বা তাঁর অবতার কৃষ্ণের মূর্তস্বরূপ আকার এবং সাক্ষাৎকার। ",0.003335481792,Religion,Cultural
সুদর্শন চক্র,"কোন্ হিন্দু ধর্মীয় চিহ্ন যা বিষ্ণু এবং কৃষ্ণের হস্তে দেখা যায়, এটি একটি ঘূর্ণায়মান এবং ১০৮ টি দারযুক্ত আকাশী চাকতি হিসেবে বর্ণিত হয়, এই চিহ্নের নাম কী?","সুদর্শন চক্র হল একটি ঘূর্ণায়মান, ১০৮ টি দারযুক্ত আকাশী চাকতি, হিন্দু শাস্ত্রে বিষ্ণু ও কৃষ্ণের কাছে এই চক্র লক্ষ্য করা যায়। ",0.005526909442,Religion,Cultural
বলরাম,শ্রীকৃষ্ণের জ্যেষ্ঠ ভ্রাতা এবং হিন্দু ধর্মের একজন প্রধান দেবতা কে বলা হয়?,বলরাম হলেন একজন হিন্দু দেবতা এবং শ্রীকৃষ্ণের জ্যেষ্ঠভ্রাতা।,0.01424427973,Religion,Cultural
সুভদ্রা,"মহাভারত ও ভাগবত পুরাণে উল্লেখিত ঐতিহাসিক ব্যক্তিত্ব যিনি ভার্গবী হয়েছিলেন এবং প্রাচীন হিন্দু ধর্মগ্রন্থে গুরুত্বপূর্ণ স্থান দখল করেছিলেন, তিনি কে?",ভার্গবী সুভদ্রা হলেন হিন্দু মহাকাব্য মহাভারতের এবং ভাগবত পুরাণের মতো প্রাচীন ধর্মগ্রন্থগুলোতে উল্লেখিত একজন গুরুত্বপূর্ণ ব্যক্তি।,0.01021592008,Religion,Cultural
সত্যভামা,কোন মহাভারতীয় চরিত্র শ্রীকৃষ্ণের স্ত্রীদের মধ্যে তৃতীয় স্থান দখল করেছেন যিনি শুদ্ধতা ও বীরত্বের প্রতীক হিসেবে পরিচিত?,সত্যভামা শ্রীকৃষ্ণের স্ত্রীদের মধ্যে তৃতীয়।,0.003996132775,Religion,Cultural
রুদ্র সম্প্রদায়,হিন্দুধর্মে চারটি বৈষ্ণব উপসম্প্রদায়ের মধ্যে কোনটি সাধারণত অন্য থেকে আলাদা হিসেবে উল্লেখ করা হয়?,হিন্দুধর্মে রুদ্র সম্প্রদায় চার বৈষ্ণব উপসম্প্রদায়ের অন্যতম।,0.000741218176,Religion,Cultural
রাধারমণ,রাধা ও কৃষ্ণের সম্মিলিত আকারে পূজিত হিন্দু দেবতার নাম কী?,রাধারমণ হলেন হিন্দু দেবতা রাধা ও কৃষ্ণের একটি সম্মিলিত বিগ্রহ।,0.001111827264,Religion,Cultural
আগম,"হিন্দু তান্ত্রিক সাহিত্যে, যে শাখায় দেবতাদের উপাসনার বিস্তারিত নির্দেশাবলী দেওয়া হয়, যা বিভাগ, সামবেদীয়, যজুর্বেদীয়, অথর্ববেদীয়, বৈষ্ণবপুরাণ, শৈবপুরাণ এবং শাক্তপুরাণের সাথে একত্রিত হয়ে একটি বৃহৎ সংকলন গঠন করে, তা কী হল?",বিভাগ সামবেদীয় যজুর্বেদীয় অথর্ববেদীয় বৈষ্ণবপুরাণ শৈবপুরাণ শাক্তপুরাণ আগম হল হিন্দু তান্ত্রিক সাহিত্যের একটি সংকলন।,0.002175314212,Religion,Cultural
বিষ্ণুধর্মোত্তর পুরাণ,"কোন পুরাণটি বিভাগ সামবেদীয়, যজুর্বেদীয়, অথর্ববেদীয়, বৈষ্ণবপুরাণ, শৈবপুরাণ এবং শাক্তপুরাণ সমূহের তুলনায় একটি বিশ্বকোষ-তুল্য হিন্দু ধর্মগ্রন্থ হিসেবে পরিচিত?",বিভাগ সামবেদীয় যজুর্বেদীয় অথর্ববেদীয় বৈষ্ণবপুরাণ শৈবপুরাণ শাক্তপুরাণ বিষ্ণুধর্মোত্তর পুরাণ বা বিষ্ণুধর্মোত্তর হল একটি বিশ্বকোষ-তুল্য হিন্দু ধর্মগ্রন্থ।,0.0004350628424,Religion,Cultural
অগ্নিপুরাণ,"হিন্দুধর্মের মহাপুরাণগুলির মধ্যে যে পুরাণটি অগ্নির আদেশে রচিত হয়েছে এবং বিভিন্ন ধর্মীয় অনুষ্ঠান, তাপস্যা এবং তীর্থযাত্রার বিষয়ে বিস্তারিত আলোচনা করে, সেই পুরাণটির নাম কী?",বিভাগ সামবেদীয় যজুর্বেদীয় অথর্ববেদীয় বৈষ্ণবপুরাণ শৈবপুরাণ শাক্তপুরাণ অগ্নিপুরাণ হল একটি সংস্কৃত ধর্মগ্রন্থ তথা হিন্দুধর্মের আঠারোটি মহাপুরাণের অন্যতম।,0.002803738318,Religion,Cultural
তামিল সাহিত্য,ভারতের কোন সাহিত্য দুই হাজার বছরের চেয়েও পুরনো এবং একটি দীর্ঘ এবং সমৃদ্ধ ইতিহাস রয়েছে?,"তামিল সাহিত্য ভারতের সবচেয়ে পুরোনো সাহিত্য, এই সাহিত্যের ইতিহাস দুই হাজার বছরের চেয়েও বেশি পুরোনো এবং খুবই দীর্ঘ এবং সমৃদ্ধশালী। ",0.001144054141,Religion,Cultural
হেলিওদোরাস স্তম্ভ,"মধ্যপ্রদেশের ভোপাল থেকে প্রায় ৬০ কিলোমিটার উত্তরপূর্বে, যে স্থানটি সাঁচির বৌদ্ধ স্তুপ থেকে ১১ কিলোমিটার এবং উদয়গিরি থেকে ৪ কিলোমিটার দূরে অবস্থিত এবং দুই নদীর সঙ্গমস্থলের কাছাকাছি অবস্থিত ঐতিহাসিক স্মারকটি কী?","হেলিওদোরাস স্তম্ভ মধ্যপ্রদেশের রাজধানী ভোপাল থেকে ৬০ কিলোমিটার উত্তরপূর্বে, সাঁচির বৌদ্ধ স্তুপটি থেকে ১১ কিলোমিটার এবং হিন্দু তীর্থ উদয়গিরি থেকে ৪ কিলোমিটার দু’টি নদীর সঙ্গমস্থলের কাছে অবস্থিত। ",0.0004995165968,Historical,Cultural
ইন্দো-গ্রিক রাজ্য,"খ্রিষ্টপূর্ব দুই শতাব্দীতে আফগানিস্তান থেকে ভারতের পাঞ্জাব পর্যন্ত বিস্তৃত হয়েছিল এবং ত্রিশেরও বেশি রাজার শাসনাধীন ছিল যারা পরস্পরের সাথে বিবাদে জড়িয়ে পড়তেন, এমন এক হেলেনীয় রাজ্যের নাম কী?",ইন্দো-গ্রিক রাজ্য বা গ্রিকো-ইন্ডিয়ান রাজ্য হল এক হেলেনীয় রাজ্য যার বিস্তৃতি ছিল বর্তমান আফগানিস্তানজুড়ে আর ভারতীয় উপমহাদেশের পাঞ্জাবের সীমান্তবর্তী কিছু অঞ্চল পর্যন্ত যা খ্রিষ্টপূর্ব সময়কালের শেষ দুই শতাব্দী সময়জুড়ে ত্রিশেরও অধিক সংখ্যক রাজার শাসনাধীন ছিল যারা প্রায়শই পরস্পরের মধ্যে বিবাদে জড়িয়ে পড়তেন।,0.003158233967,Historical,Cultural
আগাথোক্লেস দিকাইওস,খ্রিস্টপূর্ব ১৯০ থেকে খ্রিস্টপূর্ব ১৮০ পর্যন্ত পারোপামিসাদাই অঞ্চল শাসন করেছিলেন কে?,"আগাথোক্লেস দিকাইওস একজন ইন্দো-গ্রিক শাসক ছিলেন, যিনি আনুমানিক খ্রিস্টপূর্ব ১৯০ থেকে খ্রিস্টপূর্ব ১৮০ পর্য্যন্ত পারোপামিসাদাই অঞ্চল শাসন করেন। ",0.0006445375443,Historical,Cultural
সংকর্ষণ,ইলাবর্তে শিব দ্বারা পূজা করা বিষ্ণুর চতুর্থ রূপ কোন দেবতার কথা বলছে? এই দেবতা অনন্তের আরেক নাম এবং অহংকারের শাসক। তিনি এক হাজার মাথার দেবতা এবং ভূতের উপর অধিপতি। তার আগুনে পুড়ে গেছে তিন জগত এবং তিনি সর্পদের প্রভু।,সংকর্ষণ হল ইলাবর্তে শিব দ্বারা পূজা করা বিষ্ণু বা হরির চতুর্থ রূপ; অনন্তের আরেক নাম; অহংকারের শাসক; এক হাজার মাথার দেবতা এবং ভূতের উপর অধিপতি; তার আগুনে পুড়ে গেছে তিন জগত; সর্পদের প্রভু।,0.0003867225266,Religion,Cultural
গদা,"ভারতীয় উপমহাদেশের একটি প্রাচীন যুদ্ধ যন্ত্র কোন মুগুর বা দণ্ডের মতো দেখতে হয়, যা সাধারণত কী দ্বারা চালিত হত?",গদা হল ভারতীয় উপমহাদেশের মুগুর বা দণ্ড বা ভোঁতা গদা।,0.001434096036,Religion,Cultural
হাল,"কোন সর্বভারতীয় আদিম কৃষিযন্ত্র ব্যবহার করে জমিতে খোরাকি দেওয়া এবং গাছপালা বুলানো হয়, যা পরবর্তীতে খেতের জন্য প্রস্তুত করা হয়?",হাল বা লাঙল সর্বভারতীয় অঞ্চলের আদিম কৃষিযন্ত্র।,0.006993232356,Food,Cultural
ভগভদ্র,আনুমানিক ১১০ খ্রিস্টপূর্বাব্দে শাসনকাল প্রচলিত ভগভদ্র শুঙ্গ রাজবংশের কোন রাজা ছিলেন?,"ভগভদ্র শুঙ্গ রাজবংশের সম্রাট ছিলেন, যিনি আনুমানিক ১১০ খ্রিস্টপূর্বাব্দে শাসন করেন। ",0.0002094747019,Historical,Cultural
আন্তিয়াল্কিদাস নিকেফোরোস,প্রশ্ন: কোন রাজা প্রায় ১১০ খ্রিস্টপূর্বাব্দ থেকে ১০০ খ্রিস্টপূর্বাব্দ পর্যন্ত পারোপামিসাদাই এবং আরাখোশিয়া অঞ্চল শাসন করেছিলেন?,"আন্তিয়াল্কিদাস নিকেফোরোস একজন ইন্দো-গ্রিক রাজা ছিলেন, যিনি আনুমানিক ১১০ খ্রিস্টপূর্বাব্দ হতে ১০০ খ্রিস্টপূর্বাব্দ পারোপামিসাদাই ও আরাখোশিয়া অঞ্চল শাসন করেন। ",6.45E-05,Historical,Cultural
